"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Sitike Counseling Center","","306 Spruce Avenue","","South San Francisco","CA","94080","2741","San Mateo","650-589-9305","","","","http://www.sitike.org","37.656592","-122.4157118","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","","","","1","","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","","1","1","","1","1","1","","1","","","1","1","","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","1","","1","","1","1","","","1","","","","1","","","","","","1","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","1","","",""
"Felton Institute","OAST reMIND BEAM","1005 Atlantic Avenue","","Alameda","CA","94501","","Alameda","510-844-8244","","","","http://www.felton.org","37.7812672","-122.2674854","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","","","","","","","1","","","1","1","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","1","1","","1","","","","1","1","","","","","","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","1","","1","1","1","","","","","","","","","","1","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Marys Center","","925 Brockhurst Street","","Emeryville","CA","94608","","Alameda","510-923-9600 x250","","510-923-9600","","http://www.stmaryscenter.org","37.8231396","-122.276687","SU","","1","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","","","1","","1","1","1","","","1","","","","1","","1","1","","","1","","","","","1","1","","","","","","","","1","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VA Oakland Behavioral Health Clinic","San Francisco VA Healthcare System","525 21st Street","","Oakland","CA","94612","","Alameda","510-587-3400","","","510-587-3428","http://www.va.gov","37.8099933","-122.2706356","SU","","1","","1","","1","","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","1","1","1","","1","","1","","","1","1","","1","1","","","","","","","1","","","","1","","1","","","","","1","","1","","1","1","","1","1","","","","1","","","","","","","","1","1","1","1","1","1","1","1","1","","","1","","","1","1","","1","1","","","1","1","","1","","1","1","1","1","1","","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","","","","","1","","","","","","","1","1","","","","1","1","","1","","","1","1","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VA Oakland Behavioral Health Clinic","San Francisco VA Healthcare System","525 21st Street","","Oakland","CA","94612","","Alameda","510-587-3400","","","510-587-3428","http://www.va.gov","37.8099933","-122.2706356","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","1","","","","","1","1","1","","","","","","","","","","","","","","1","","1","","","","","","1","","1","","","","1","","","1","","","","","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"La Cheim Behavioral Health Services","","3031 Telegraph Avenue","","Oakland","CA","94609","","Alameda","510-596-8125","","510-596-8350","","http://www.lacheim.org/php-iop","37.8197312","-122.2673162","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","","1","","","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","1","","1","","","","","","1","","1","","1","","1","","","","","1","1","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"Magnolia Womens Recovery Program","","3408 Andover Street","","Oakland","CA","94609","","Alameda","510-547-1531","","","","http://www.magnoliarecovery.org","37.8222084","-122.2636607","SU","","1","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","1","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","1","1","","","","1","","","1","1","","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","1","","1","","","1","","","","","1","","","","","","","","1","1","1","1","1","1","","1","1","","","1","1","","1","1","","1","","","","","","","1","1","","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","1","","","1","1","","","","1","","1","1","","","","","1","","1","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kaiser Permanente","Addiction Medicine and Recovery Servs","380 West MacArthur Boulevard","","Oakland","CA","94609","","Alameda","510-251-0121","","","","http://www.healthy.kaiserpermanente.org","37.8253844","-122.2608248","SU","","1","1","","","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","1","1","1","1","1","","","","1","","","","","","","","1","","1","1","1","","1","","","","","","1","","1","","","","","","","","","","","","","","","","1","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","1","","1","","","","","1","","1","1","1","1","1","","1","1","1","","","1","","1","","","","1","","1","","","","1","1","","","1","1","","1","","1","1","1","1","1","","","","","1","","1","","1","","1","1","1","1","1","","","","","","1","","1","1","1","1","","","1","","1","","1","","","","1","1","","","1","1","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","",""
"Berkeley Addiction Treatment Services","","2975 Sacramento Street","","Berkeley","CA","94702","","Alameda","510-644-0200","","","","http://BatsRecovery.org","37.8538471","-122.2788122","SU","","1","1","1","1","1","1","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","","","1","","1","","","","1","1","","","1","","","","","","","","","","","1","","","","","","1","","1","","","","","1","","","1","1","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","1","","1","","","","","","","","","","","","","","1","1","","1","1","","","","","","1","","","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","","1","","1","","","1","","1","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","1","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","",""
"Addiction Research and Treatment Inc","(ART)","1124 International Boulevard","","Oakland","CA","94606","","Alameda","510-533-0800","","","","http://www.baartprograms.com/","37.791197","-122.2483062","SU","","1","","1","","1","","","1","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","1","","","1","","","","","1","1","1","1","1","1","","","","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","","","","1","1","1","1","1","1","","1","","","1","1","","1","1","","","","","","1","","","1","1","1","1","","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","","","1","1","1","","","","1","","","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","1","","","","","1","1","","1","","1","","","","","","","","","","","","","","","","","1","",""
